Record,YNAM,ZNAM
1331071623,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071624,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071625,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071626,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071627,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071628,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071629,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071630,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071631,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071632,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071633,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071634,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071635,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071636,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071637,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071638,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071639,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071640,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071641,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071642,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071643,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071644,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071645,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071646,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071647,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071648,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071649,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071650,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071651,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071652,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071653,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071654,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071655,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071656,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071657,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071658,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331071659,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331092423,,
1331092424,,
1331092425,,
1331092426,,
1331092427,,
1331092428,,
1331092429,,
1331092430,,
1331092431,,
1331092432,,
1331092433,,
1331092434,,
1331092435,,
1331092436,,
1331092437,,
1331092438,,
1331092439,,
1331092440,,
1331092441,,
1331092442,,
1331092443,,
1331092444,,
1331092445,,
1331092446,,
1331092447,,
1331092448,,
1331092449,,
1331092450,,
1331092451,,
1331092452,,
1331092453,,
1331092454,,
1331092455,,
1331092456,,
1331092457,,
1331092458,,
1331092459,,
1331092460,,
1331092461,,
1331092462,,
1331092463,,
1331092464,,
1331092465,,
1331092466,,
1331092467,,
1331092468,,
1331092469,,
1331092470,,
1331092481,ITMRingUp [SNDR:0C08AB14],
1331092482,ITMRingUp [SNDR:0C08AB14],
1331113220,ITMRingUp [SNDR:0C08AB14],
1331113221,ITMRingUp [SNDR:0C08AB14],
1331113222,ITMRingUp [SNDR:0C08AB14],
1331113223,ITMRingUp [SNDR:0C08AB14],
1331113224,ITMRingUp [SNDR:0C08AB14],
1331113225,ITMRingUp [SNDR:0C08AB14],
1331113226,ITMRingUp [SNDR:0C08AB14],
1331113227,ITMRingUp [SNDR:0C08AB14],
1331113228,ITMRingUp [SNDR:0C08AB14],
1331113229,ITMRingUp [SNDR:0C08AB14],
1331113230,ITMRingUp [SNDR:0C08AB14],
1331113231,ITMRingUp [SNDR:0C08AB14],
1331113232,ITMRingUp [SNDR:0C08AB14],
1331113233,ITMRingUp [SNDR:0C08AB14],
1331113234,ITMRingUp [SNDR:0C08AB14],
1331113235,ITMRingUp [SNDR:0C08AB14],
1331113236,ITMRingUp [SNDR:0C08AB14],
1331113237,ITMRingUp [SNDR:0C08AB14],
1331113238,ITMRingUp [SNDR:0C08AB14],
1331113239,ITMRingUp [SNDR:0C08AB14],
1331113240,ITMRingUp [SNDR:0C08AB14],
1331113241,ITMRingUp [SNDR:0C08AB14],
1331113242,ITMRingUp [SNDR:0C08AB14],
1331113243,ITMRingUp [SNDR:0C08AB14],
1331113244,ITMRingUp [SNDR:0C08AB14],
1331113245,ITMRingUp [SNDR:0C08AB14],
1331113246,ITMRingUp [SNDR:0C08AB14],
1331113247,ITMRingUp [SNDR:0C08AB14],
1331113248,ITMRingUp [SNDR:0C08AB14],
1331113249,ITMRingUp [SNDR:0C08AB14],
1331113250,ITMRingUp [SNDR:0C08AB14],
1331113251,ITMRingUp [SNDR:0C08AB14],
1331113252,ITMRingUp [SNDR:0C08AB14],
1331113254,ITMRingUp [SNDR:0C08AB14],
1331113255,ITMRingUp [SNDR:0C08AB14],
1331113257,ITMRingUp [SNDR:0C08AB14],
1331113258,ITMRingUp [SNDR:0C08AB14],
1331113259,ITMRingUp [SNDR:0C08AB14],
1331113260,ITMRingUp [SNDR:0C08AB14],
1331113261,ITMRingUp [SNDR:0C08AB14],
1331113262,ITMRingUp [SNDR:0C08AB14],
1331113263,ITMRingUp [SNDR:0C08AB14],
1331113264,ITMRingUp [SNDR:0C08AB14],
1331113265,ITMRingUp [SNDR:0C08AB14],
1331113266,ITMRingUp [SNDR:0C08AB14],
1331113267,ITMRingUp [SNDR:0C08AB14],
1331134005,ITMRingUp [SNDR:0C08AB14],
1331134006,ITMRingUp [SNDR:0C08AB14],
1331134007,ITMRingUp [SNDR:0C08AB14],
1331134008,ITMRingUp [SNDR:0C08AB14],
1331134009,ITMRingUp [SNDR:0C08AB14],
1331134010,ITMRingUp [SNDR:0C08AB14],
1331134011,ITMRingUp [SNDR:0C08AB14],
1331134012,ITMRingUp [SNDR:0C08AB14],
1331134013,ITMRingUp [SNDR:0C08AB14],
1331134014,ITMRingUp [SNDR:0C08AB14],
1331134015,ITMRingUp [SNDR:0C08AB14],
1331134016,ITMRingUp [SNDR:0C08AB14],
1331134017,ITMRingUp [SNDR:0C08AB14],
1331134018,ITMRingUp [SNDR:0C08AB14],
1331134019,ITMRingUp [SNDR:0C08AB14],
1331134020,ITMRingUp [SNDR:0C08AB14],
1331134021,ITMRingUp [SNDR:0C08AB14],
1331134022,ITMRingUp [SNDR:0C08AB14],
1331134023,ITMRingUp [SNDR:0C08AB14],
1331134024,ITMRingUp [SNDR:0C08AB14],
1331134025,ITMRingUp [SNDR:0C08AB14],
1331134026,ITMRingUp [SNDR:0C08AB14],
1331134027,ITMRingUp [SNDR:0C08AB14],
1331134028,ITMRingUp [SNDR:0C08AB14],
1331134029,ITMRingUp [SNDR:0C08AB14],
1331134030,ITMRingUp [SNDR:0C08AB14],
1331134031,ITMRingUp [SNDR:0C08AB14],
1331134032,ITMRingUp [SNDR:0C08AB14],
1331154770,ITMRingUp [SNDR:0C08AB14],
1331154771,ITMRingUp [SNDR:0C08AB14],
1331154772,ITMRingUp [SNDR:0C08AB14],
1331154773,ITMRingUp [SNDR:0C08AB14],
1331154774,ITMRingUp [SNDR:0C08AB14],
1331154775,ITMRingUp [SNDR:0C08AB14],
1331154776,ITMRingUp [SNDR:0C08AB14],
1331154777,ITMRingUp [SNDR:0C08AB14],
1331154778,ITMRingUp [SNDR:0C08AB14],
1331154779,ITMRingUp [SNDR:0C08AB14],
1331154780,ITMRingUp [SNDR:0C08AB14],
1331154781,ITMRingUp [SNDR:0C08AB14],
1331154782,ITMRingUp [SNDR:0C08AB14],
1331154783,ITMRingUp [SNDR:0C08AB14],
1331154784,ITMRingUp [SNDR:0C08AB14],
1331154785,ITMRingUp [SNDR:0C08AB14],
1331154786,ITMRingUp [SNDR:0C08AB14],
1331154787,ITMRingUp [SNDR:0C08AB14],
1331175525,ITMRingUp [SNDR:0C08AB14],
1331175526,ITMRingUp [SNDR:0C08AB14],
1331175527,ITMRingUp [SNDR:0C08AB14],
1331175528,ITMRingUp [SNDR:0C08AB14],
1331175529,ITMRingUp [SNDR:0C08AB14],
1331175530,ITMRingUp [SNDR:0C08AB14],
1331175531,ITMRingUp [SNDR:0C08AB14],
1331175532,ITMRingUp [SNDR:0C08AB14],
1331175533,ITMRingUp [SNDR:0C08AB14],
1331175534,ITMRingUp [SNDR:0C08AB14],
1331175536,ITMRingUp [SNDR:0C08AB14],
1331175537,ITMRingUp [SNDR:0C08AB14],
1331175538,ITMRingUp [SNDR:0C08AB14],
1331175539,ITMRingUp [SNDR:0C08AB14],
1331175540,ITMRingUp [SNDR:0C08AB14],
1331175541,ITMRingUp [SNDR:0C08AB14],
1331175542,ITMRingUp [SNDR:0C08AB14],
1331175543,ITMRingUp [SNDR:0C08AB14],
1331175544,ITMRingUp [SNDR:0C08AB14],
1331175545,ITMRingUp [SNDR:0C08AB14],
1331175546,ITMRingUp [SNDR:0C08AB14],
1331175547,ITMRingUp [SNDR:0C08AB14],
1331175577,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331175579,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196318,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196319,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196320,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196321,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196322,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196323,,
1331196325,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196326,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196327,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196328,,
1331196329,,
1331196330,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196331,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196332,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196333,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196334,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196335,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196336,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196337,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196340,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196341,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196342,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196343,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196344,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196345,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196346,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196347,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196348,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196351,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196352,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196353,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196354,,
1331196355,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196356,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196358,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196359,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196360,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196361,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196362,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196363,,
1331196365,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196366,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196367,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196368,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196369,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196370,,
1331196372,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196373,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196374,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196375,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196376,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331196377,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217116,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217117,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217118,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217119,,
1331217120,,
1331217121,,
1331217123,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217124,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217125,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217126,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217127,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217128,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217130,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217131,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217133,,
1331217134,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217135,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217136,,
1331217137,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217138,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217140,,
1331217141,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217142,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217143,,
1331217144,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331217145,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237884,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237885,,
1331237886,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237887,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237888,,
1331237889,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237891,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237892,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237893,,
1331237894,,
1331237895,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237896,,
1331237897,,
1331237898,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237900,,
1331237901,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237902,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237903,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237904,,
1331237905,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237906,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237908,,
1331237909,,
1331237910,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237911,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237912,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237913,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237914,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237916,,
1331237917,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237918,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237919,,
1331237920,,
1331237922,,
1331237923,,
1331237924,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237925,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237926,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237928,,
1331237929,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237930,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331237931,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1331383172,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338782619,,
1338782622,,
1338782630,,
1338782659,,
1338782683,,
1338782684,,
1338782698,,
1338782721,,
1338782723,,
1338782725,,
1338782726,,
1338782727,,
1338782728,,
1338782729,,
1338782730,,
1338782731,,
1338782732,,
1338782733,,
1338782734,,
1338782735,,
1338782736,,
1338782737,,
1338782738,,
1338782739,,
1338782740,,
1338782741,,
1338782742,,
1338782743,,
1338782764,,
1338782768,,
1338782769,,
1338782804,,
1338782805,,
1338782806,,
1338782807,,
1338782808,,
1338782809,,
1338782810,,
1338782811,,
1338782812,,
1338782813,,
1338782814,,
1338782815,,
1338782816,,
1338782817,,
1338782818,,
1338782819,,
1338782820,,
1338782821,,
1338782928,,
1338782936,,
1338782937,,
1338782939,,
1338782940,,
1338782941,,
1338783010,,
1338783011,,
1338783012,,
1338783014,,
1338783015,,
1338783016,,
1338783017,,
1338783018,,
1338783021,,
1338783022,,
1338783023,,
1338783024,,
1338783025,,
1338783026,,
1338783027,,
1338783028,,
1338783029,,
1338783030,,
1338783031,,
1338783032,,
1338783033,,
1338783034,,
1338783035,,
1338783036,,
1338783037,,
1338783038,,
1338783039,,
1338783040,,
1338783041,,
1338783042,,
1338783043,,
1338783044,,
1338783045,,
1338783046,,
1338783047,,
1338783048,,
1338783049,,
1338783050,,
1338783051,,
1338783052,,
1338783053,,
1338783054,,
1338783055,PHYCoinLSD [SNDR:0002133B],
1338783056,,
1338783057,,
1338783058,,
1338783059,,
1338783060,,
1338783061,,
1338783062,,
1338783063,,
1338783080,,
1338783081,,
1338783082,,
1338783083,,
1338783084,,
1338783085,,
1338783086,,
1338783087,,
1338783118,,
1338783119,,
1338783129,,
1338783131,,
1338783132,,
1338783133,,
1338783134,,
1338783135,,
1338783136,,
1338783140,,
1338783141,,
1338783142,,
1338783143,,
1338783144,,
1338783145,,
1338783146,,
1338783147,,
1338783148,,
1338783149,,
1338783150,,
1338783151,,
1338783152,,
1338783153,,
1338783154,,
1338783155,,
1338783156,,
1338783157,,
1338783158,,
1338783159,,
1338783160,,
1338783161,,
1338783162,,
1338783163,,
1338783169,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783170,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783198,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783199,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783200,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783202,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783204,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783205,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783206,,
1338783207,,
1338783208,,
1338783209,,
1338783210,,
1338783215,,
1338783216,,
1338783218,,
1338783220,,
1338783230,,
1338783231,,
1338783232,,
1338783233,,
1338783234,,
1338783235,,
1338783246,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783247,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783248,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783249,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783250,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338783251,,
1338783252,,
1338783253,,
1338783254,,
1338783255,,
1338783332,,
1338783651,,
1338783674,,
1338783675,,
1338783676,,
1338783677,,
1338783678,,
1338783679,,
1338783680,,
1338783681,,
1338783682,,
1338783683,,
1338783814,ITMRingUp [SNDR:0C08AB14],
1338783827,ITMRingUp [SNDR:0C08AB14],
1338783828,ITMRingUp [SNDR:0C08AB14],
1338783829,ITMRingUp [SNDR:0C08AB14],
1338783830,ITMRingUp [SNDR:0C08AB14],
1338783831,ITMRingUp [SNDR:0C08AB14],
1338783832,ITMRingUp [SNDR:0C08AB14],
1338783833,ITMRingUp [SNDR:0C08AB14],
1338783834,ITMRingUp [SNDR:0C08AB14],
1338783842,ITMRingUp [SNDR:0C08AB14],
1338783843,ITMRingUp [SNDR:0C08AB14],
1338783844,ITMRingUp [SNDR:0C08AB14],
1338783845,ITMRingUp [SNDR:0C08AB14],
1338783846,ITMRingUp [SNDR:0C08AB14],
1338783847,ITMRingUp [SNDR:0C08AB14],
1338783848,ITMRingUp [SNDR:0C08AB14],
1338783857,ITMRingUp [SNDR:0C08AB14],
1338783858,ITMRingUp [SNDR:0C08AB14],
1338783859,ITMRingUp [SNDR:0C08AB14],
1338783860,ITMRingUp [SNDR:0C08AB14],
1338783861,ITMRingUp [SNDR:0C08AB14],
1338783862,ITMRingUp [SNDR:0C08AB14],
1338783863,ITMRingUp [SNDR:0C08AB14],
1338783864,ITMRingUp [SNDR:0C08AB14],
1338783873,ITMRingUp [SNDR:0C08AB14],
1338783874,ITMRingUp [SNDR:0C08AB14],
1338783875,ITMRingUp [SNDR:0C08AB14],
1338783876,ITMRingUp [SNDR:0C08AB14],
1338783877,ITMRingUp [SNDR:0C08AB14],
1338783878,ITMRingUp [SNDR:0C08AB14],
1338783879,ITMRingUp [SNDR:0C08AB14],
1338783880,ITMRingUp [SNDR:0C08AB14],
1338783881,ITMRingUp [SNDR:0C08AB14],
1338783882,ITMRingUp [SNDR:0C08AB14],
1338783955,ITMRingUp [SNDR:0C08AB14],
1338783956,ITMRingUp [SNDR:0C08AB14],
1338783957,ITMRingUp [SNDR:0C08AB14],
1338783958,ITMRingUp [SNDR:0C08AB14],
1338783960,ITMRingUp [SNDR:0C08AB14],
1338783961,ITMRingUp [SNDR:0C08AB14],
1338784000,ITMRingUp [SNDR:0C08AB14],
1338784002,ITMRingUp [SNDR:0C08AB14],
1338784003,ITMRingUp [SNDR:0C08AB14],
1338784010,,
1338784026,,
1338784034,,
1338784035,,
1338784036,,
1338784037,,
1338784038,,
1338784041,,
1338784061,,
1338784062,,
1338784063,,
1338784064,,
1338784065,,
1338784066,,
1338784068,,
1338784069,,
1338784070,,
1338784071,,
1338784072,,
1338784073,,
1338784074,,
1338784075,,
1338784079,,
1338784101,,
1338784102,,
1338784103,,
1338784104,,
1338784105,,
1338784106,,
1338784107,,
1338784108,,
1338784109,,
1338784110,,
1338784137,,
1338784138,,
1338784139,,
1338784140,,
1338784141,,
1338784160,ITMRingUp [SNDR:0C08AB14],
1338784161,ITMRingUp [SNDR:0C08AB14],
1338784162,ITMRingUp [SNDR:0C08AB14],
1338784163,ITMRingUp [SNDR:0C08AB14],
1338784164,ITMRingUp [SNDR:0C08AB14],
1338784165,ITMRingUp [SNDR:0C08AB14],
1338784166,ITMRingUp [SNDR:0C08AB14],
1338784169,ITMRingUp [SNDR:0C08AB14],
1338784170,ITMRingUp [SNDR:0C08AB14],
1338784187,,
1338784188,,
1338784190,,
1338784192,,
1338784194,,
1338784196,,
1338784198,,
1338784201,,
1338784203,,
1338784307,ITMRingUp [SNDR:0C08AB14],
1338784320,ITMRingUp [SNDR:0C08AB14],
1338784321,ITMRingUp [SNDR:0C08AB14],
1338784409,ITMRingUp [SNDR:0C08AB14],
1338784517,ITMRingUp [SNDR:0C08AB14],
1338784617,ITMRingUp [SNDR:0C08AB14],
1338784631,ITMRingUp [SNDR:0C08AB14],
1338784632,ITMRingUp [SNDR:0C08AB14],
1338784639,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784696,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784697,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784698,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784699,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784700,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1338784701,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
